0 	 0.307812 
1 	 0.528951 
2 	 0.635868 
3 	 0.571058 
4 	 0.880113 
5 	 0.640998 
6 	 0.108741 
7 	 0.598746 
8 	 0.692679 
9 	 0.830451 
10 	 0.579601 
11 	 0.829134 
12 	 0.883960 
13 	 0.317056 
14 	 0.214123 
15 	 0.709192 
16 	 0.398297 
17 	 0.666898 
18 	 0.716095 
19 	 0.606515 
20 	 0.415853 
21 	 0.247673 
22 	 0.137186 
23 	 0.682424 
24 	 0.593598 
25 	 0.299749 
26 	 0.409990 
27 	 0.140092 
28 	 0.304190 
29 	 0.518786 
30 	 0.410360 
31 	 0.183701 
32 	 0.310854 
33 	 0.697169 
34 	 0.877451 
35 	 0.505350 
36 	 0.542893 
37 	 0.555743 
38 	 0.786171 
39 	 0.749459 
40 	 0.248609 
41 	 0.166767 
42 	 0.347889 
43 	 0.878077 
44 	 0.348679 
45 	 0.380537 
46 	 0.653094 
47 	 0.936882 
48 	 0.490431 
49 	 0.778007 
50 	 0.882878 
51 	 0.508368 
52 	 0.778096 
53 	 0.718114 
54 	 0.641517 
55 	 0.184808 
56 	 0.540879 
57 	 0.729674 
58 	 0.478961 
59 	 0.759521 
60 	 0.069362 
61 	 0.628272 
62 	 0.481228 
63 	 0.340236 
64 	 0.881217 
65 	 0.555645 
66 	 0.692381 
67 	 0.324867 
68 	 0.701295 
69 	 0.924916 
70 	 0.581441 
71 	 0.234533 
72 	 0.112318 
73 	 0.304418 
74 	 0.611159 
75 	 0.637266 
76 	 0.599651 
77 	 0.766620 
78 	 0.137343 
79 	 0.538914 
80 	 0.498209 
81 	 0.656811 
82 	 0.466220 
83 	 0.569273 
84 	 0.741955 
85 	 0.210813 
86 	 0.146157 
87 	 0.441135 
88 	 0.398447 
89 	 0.334205 
90 	 0.885966 
91 	 0.528687 
92 	 0.565666 
93 	 0.451767 
94 	 0.959226 
95 	 0.626428 
96 	 0.526082 
97 	 0.657243 
98 	 0.553451 
99 	 0.396320 
100 	 0.702243 
101 	 0.388375 
102 	 0.202477 
103 	 0.606206 
104 	 0.716806 
105 	 0.638062 
106 	 0.632060 
107 	 0.485643 
108 	 0.919203 
109 	 0.138815 
110 	 0.592594 
111 	 0.398759 
112 	 0.809651 
113 	 0.184437 
114 	 0.455012 
115 	 0.771882 
116 	 0.616375 
117 	 0.364310 
118 	 0.345295 
119 	 0.425990 
120 	 0.457754 
121 	 0.442757 
122 	 0.517859 
123 	 0.736080 
124 	 0.629926 
125 	 0.679029 
126 	 0.831018 
127 	 0.535063 
128 	 0.343570 
129 	 0.659891 
130 	 0.441416 
131 	 0.542037 
132 	 0.413616 
133 	 0.328125 
134 	 0.732886 
135 	 0.255131 
136 	 0.708557 
137 	 0.473270 
138 	 0.790220 
139 	 0.476686 
140 	 0.468891 
141 	 0.891910 
142 	 0.297142 
143 	 0.455902 
144 	 0.423333 
145 	 0.542041 
146 	 0.489507 
147 	 0.387033 
148 	 0.381137 
149 	 0.418760 
150 	 0.291851 
151 	 0.945382 
152 	 0.605819 
153 	 0.573521 
154 	 0.687454 
155 	 0.530629 
156 	 0.549578 
157 	 0.551812 
158 	 0.646383 
159 	 0.152547 
160 	 0.139093 
161 	 0.405846 
162 	 0.105744 
163 	 0.154587 
164 	 0.539783 
165 	 0.378452 
166 	 0.456560 
167 	 0.645344 
168 	 0.049662 
169 	 0.306611 
170 	 0.557329 
171 	 0.260621 
172 	 0.921502 
173 	 0.702941 
174 	 0.654144 
175 	 0.737345 
176 	 0.523362 
177 	 0.286070 
178 	 0.656588 
179 	 0.699420 
180 	 0.272973 
181 	 0.569853 
182 	 0.392024 
183 	 0.287710 
184 	 0.787437 
185 	 0.488290 
186 	 0.252012 
187 	 0.695437 
188 	 0.420476 
189 	 0.598209 
190 	 0.729439 
191 	 0.572336 
192 	 0.312155 
193 	 0.598942 
194 	 0.295155 
195 	 0.429244 
196 	 0.767877 
197 	 0.265329 
198 	 0.628441 
199 	 0.635333 
200 	 0.924730 
201 	 0.423088 
202 	 0.305527 
203 	 0.401095 
204 	 0.848735 
205 	 0.207869 
206 	 0.616537 
207 	 0.153601 
208 	 0.444446 
209 	 0.880712 
210 	 0.092674 
211 	 0.442756 
212 	 0.450387 
213 	 0.125721 
214 	 0.052240 
215 	 0.853913 
216 	 0.290033 
217 	 0.451840 
218 	 0.264754 
219 	 0.398199 
220 	 0.885092 
221 	 0.704309 
222 	 0.631133 
223 	 0.451356 
224 	 0.397143 
225 	 0.183044 
226 	 0.549575 
227 	 0.496974 
228 	 0.290403 
229 	 0.144501 
230 	 0.573318 
231 	 0.585185 
232 	 0.220049 
233 	 0.382329 
234 	 0.428143 
235 	 0.554862 
236 	 0.834355 
237 	 0.529680 
238 	 0.371244 
239 	 0.568250 
240 	 0.529124 
241 	 0.445825 
242 	 0.607095 
243 	 0.295321 
244 	 0.318500 
245 	 0.414795 
246 	 0.256603 
247 	 0.242048 
248 	 0.690535 
249 	 0.551676 
250 	 0.812908 
251 	 0.222581 
252 	 0.469192 
253 	 0.218972 
254 	 0.169939 
255 	 0.697493 
256 	 0.450792 
257 	 0.892826 
258 	 0.529429 
259 	 0.423196 
260 	 0.257891 
261 	 0.467429 
262 	 0.395506 
263 	 0.439254 
264 	 0.789893 
265 	 0.797364 
266 	 0.646623 
267 	 0.482271 
268 	 0.085775 
269 	 0.643401 
270 	 0.764144 
271 	 0.588368 
272 	 0.503594 
273 	 0.584948 
274 	 0.811729 
275 	 0.222647 
276 	 0.364530 
277 	 0.717757 
278 	 0.672780 
279 	 0.327627 
280 	 0.700245 
281 	 0.078759 
282 	 0.521901 
283 	 0.414068 
284 	 0.428203 
285 	 0.578130 
286 	 0.723573 
287 	 0.427055 
288 	 0.445203 
289 	 0.562731 
290 	 0.514121 
291 	 0.372106 
292 	 0.837947 
293 	 0.726258 
294 	 0.780472 
295 	 0.754223 
296 	 0.237823 
297 	 0.417994 
